Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Fit
48.08,97.51,4672,7.63,1,0
90.58,93.98,3901,7.0,2,1
55.25,98.01,8881,6.48,2,1
78.31,98.01,1698,5.68,1,1
71.3,95.68,10408,8.3,0,0
80.83,98.01,2420,7.99,0,0
75.52,99.96,2121,4.93,0,1
55.16,95.08,11594,6.67,2,0
70.01,96.38,1341,5.28,2,0
94.0,99.05,13889,7.21,0,0
92.36,98.77,2698,4.15,1,1
84.92,97.82,18405,6.37,1,1
77.09,100.0,5849,7.14,0,0
63.91,99.19,2101,6.64,1,1
79.09,95.73,4218,9.18,2,1
67.35,96.63,11267,4.14,2,1
91.57,98.32,7689,8.53,2,1
75.21,98.05,4779,5.17,0,0
79.62,100.0,2082,3.29,1,1
75.43,100.0,9057,6.98,0,1
79.93,100.0,2631,6.31,1,0
85.77,97.73,2813,6.64,2,1
61.68,100.0,9617,7.28,0,1
61.66,100.0,5721,7.32,1,0
78.23,98.31,1439,5.7,0,1
89.47,94.69,8133,7.72,0,1
71.26,95.93,2089,3.47,1,0
96.57,96.96,10004,6.36,0,1
70.5,97.11,4560,8.19,0,1
64.33,96.48,6326,6.93,2,0
81.81,97.21,6431,6.57,2,1
66.81,98.99,1111,5.98,1,1
66.99,98.46,7358,7.02,0,0
78.9,96.96,14128,6.08,2,1
88.98,98.97,15527,7.44,1,0
79.54,99.08,8165,5.72,2,1
103.85,98.1,6383,7.32,1,0
85.45,98.61,2059,9.22,2,0
69.92,97.95,7555,5.92,1,0
91.54,97.37,16791,8.34,0,0
71.41,99.28,3111,4.6,0,1
84.05,99.86,2153,7.58,0,0
75.04,100.0,10183,6.68,0,1
74.59,97.87,5765,7.61,1,1
67.89,99.22,1869,7.76,0,0
45.44,98.42,1838,6.17,1,1
80.06,100.0,4925,5.53,1,1
70.25,95.15,15431,3.28,2,1
89.83,95.18,10454,7.13,0,1
86.13,100.0,3361,7.8,0,1
62.39,98.63,5799,3.43,0,1
72.04,92.82,3849,7.48,2,1
53.11,100.0,1550,5.32,2,1
81.63,100.0,1590,4.57,1,0
69.88,97.18,11134,7.92,1,0
95.18,97.76,5136,4.47,1,0
81.32,100.0,1622,5.5,2,0
75.21,95.67,11240,6.99,2,1
78.55,98.71,3470,4.01,2,1
59.02,98.83,1776,6.58,0,0
63.28,96.16,12034,6.11,0,1
83.7,95.05,20374,7.24,0,1
93.28,96.91,10366,7.31,1,0
62.94,96.73,9961,8.01,0,1
56.26,97.16,3755,6.36,2,1
88.08,97.62,7174,8.44,0,0
68.42,95.94,2082,7.67,2,1
96.43,97.08,9394,5.0,1,1
70.98,98.8,1105,3.81,2,0
79.16,96.7,2431,7.42,2,1
73.85,100.0,5429,6.98,2,1
61.78,97.94,8535,6.45,0,1
67.4,100.0,6121,8.36,1,1
65.05,97.04,10092,7.91,0,0
66.98,97.52,14867,8.83,1,0
98.02,99.81,11404,6.69,2,1
69.65,98.13,1671,6.97,2,0
65.69,100.0,18891,5.59,1,1
75.21,100.0,4977,6.57,2,1
59.49,93.66,11995,6.75,2,0
52.59,95.75,9228,7.21,2,1
62.77,94.66,8460,8.09,0,1
61.55,96.62,19424,7.34,2,0
72.88,97.08,9132,4.78,2,1
94.06,93.84,4190,6.4,1,0
82.8,100.0,2992,7.78,1,1
74.78,96.88,5919,7.99,0,1
61.83,98.42,3914,7.04,0,0
96.02,96.77,2307,5.05,2,1
76.48,98.01,7573,8.26,2,0
71.24,98.53,2608,6.46,1,1
72.96,99.35,13310,5.9,1,1
71.67,94.49,2730,5.77,1,1
87.69,98.01,5070,4.22,0,1
91.96,92.95,12241,8.15,1,1
61.11,98.49,12116,6.31,0,0
65.22,98.57,6174,5.46,0,0
65.96,96.58,3345,7.41,0,0
79.8,97.77,5714,7.68,2,1
89.97,98.39,13265,3.9,0,1
54.4,96.26,1728,8.83,2,1
69.85,97.04,6106,6.65,1,0
83.01,100.0,5973,6.86,1,0
60.89,95.88,2428,10.09,0,0
69.21,96.88,3989,4.86,2,1
73.36,94.93,12335,8.22,1,0
64.07,99.65,4371,6.56,2,1
71.04,95.62,1649,6.49,1,1
87.71,96.65,2667,6.5,1,1
57.25,98.76,1396,8.76,2,1
85.69,99.02,8966,7.22,1,1
67.03,100.0,3897,8.07,0,1
86.37,100.0,6325,6.16,1,0
63.12,95.41,4963,5.68,2,1
81.08,100.0,11433,5.95,0,1
78.46,99.51,11751,4.87,0,1
55.29,94.47,3929,5.16,0,1
76.23,98.45,1487,6.91,2,0
71.05,100.0,1826,8.58,1,1
69.02,100.0,7438,6.31,2,0
82.34,99.79,3762,6.87,0,1
46.6,99.36,16189,7.63,0,1
89.81,96.24,1171,7.29,1,0
72.23,96.96,1044,6.93,0,1
75.11,100.0,8269,4.38,2,0
73.01,97.68,7034,7.65,2,1
103.69,94.44,8613,8.27,0,1
80.77,98.2,2895,6.31,0,0
55.86,94.07,17258,6.45,0,1
93.87,97.99,9487,6.07,0,1
84.92,98.5,7912,7.43,2,0
89.89,100.0,4762,6.24,0,0
63.93,96.17,1520,9.19,0,1
73.2,98.9,7126,7.05,2,0
87.75,94.62,7614,6.08,1,1
66.47,100.0,7908,6.12,0,1
53.4,98.85,11373,6.92,0,1
76.82,96.37,7215,8.82,2,0
85.24,96.94,2028,6.1,1,1
61.66,97.82,5924,6.64,1,1
66.69,98.6,9372,6.72,1,1
78.23,97.46,8911,3.57,2,0
83.19,98.65,2376,6.15,0,0
78.04,97.06,3072,6.82,1,0
72.8,100.0,17448,5.14,2,1
63.91,99.53,13228,9.09,0,0
88.31,100.0,2079,4.81,0,1
93.2,98.73,6190,4.98,2,1
67.88,93.75,7426,6.92,0,0
85.26,97.96,6798,5.82,2,0
77.51,100.0,2144,8.01,0,1
83.73,100.0,4977,6.87,1,1
79.07,99.23,10672,9.27,1,0
80.7,96.61,2064,3.83,2,0
68.89,99.37,10238,5.72,2,1
45.03,98.96,2662,8.98,1,1
77.9,95.39,12809,7.22,0,1
79.29,97.64,2090,5.89,2,1
63.81,96.03,1368,7.02,0,0
66.32,95.55,15487,4.78,1,1
111.86,96.96,3916,4.35,2,1
40.0,97.11,1940,7.78,2,1
71.74,96.62,6383,5.86,0,1
56.42,98.37,2331,5.8,2,1
73.05,99.91,18501,6.49,1,0
67.61,98.12,4528,5.01,0,1
77.94,100.0,1040,7.5,0,0
64.5,96.71,1850,6.4,0,0
69.92,99.12,2698,6.24,2,0
87.71,97.67,1623,7.27,2,0
75.96,100.0,3185,6.93,0,0
71.77,95.28,14781,9.36,1,0
74.98,99.38,11309,9.19,2,0
58.4,94.37,3883,3.78,2,1
85.3,95.37,16582,7.23,0,0
65.63,96.76,7698,4.12,1,1
69.86,95.29,1261,4.96,1,1
87.33,99.37,1176,4.92,2,0
76.87,96.93,2869,5.59,1,0
87.34,96.42,6982,4.08,2,0
75.18,97.58,8173,6.86,2,0
73.71,94.7,7608,9.82,2,1
72.29,95.09,6801,6.44,1,0
62.93,94.79,5674,3.07,1,1
96.38,98.47,20852,5.86,2,1
90.21,98.67,5493,5.83,0,0
95.35,100.0,9398,5.66,1,1
82.12,94.09,5251,6.28,0,1
75.21,98.01,15307,6.41,2,1
75.21,100.0,3520,7.41,2,0
54.33,96.7,6711,8.95,0,0
50.57,97.63,19340,8.16,1,0
91.54,100.0,12256,6.77,0,1
82.45,97.47,1730,4.93,1,1
104.26,100.0,2821,6.91,0,1
77.7,95.97,7913,5.75,2,1
84.84,96.75,2919,4.84,0,1
85.45,97.4,13602,6.38,2,0
61.72,98.04,1999,7.73,0,0
58.99,97.89,11937,5.99,0,1
60.99,96.81,4373,9.41,1,1
74.51,93.78,4227,7.93,2,0
74.89,95.47,1291,5.68,2,0
82.41,99.76,2960,9.72,0,0
63.86,97.43,1602,6.0,0,0
81.46,94.63,4761,7.13,0,0
81.46,99.08,4253,3.93,1,1
73.96,95.54,16305,7.78,0,1
107.21,98.67,4823,4.93,0,0
79.34,100.0,2149,4.23,1,1
88.97,97.82,14961,6.82,0,1
76.28,99.23,1922,3.41,2,1
97.34,95.76,4674,5.8,1,0
53.06,99.16,3641,4.85,1,1
60.23,99.25,18328,5.94,0,1
51.66,98.64,5297,5.94,2,1
61.12,98.84,2313,9.39,2,1
50.46,96.98,10990,6.32,2,0
76.62,98.27,2220,5.8,1,1
61.61,99.92,4094,6.32,1,1
97.72,98.85,11377,7.14,0,1
82.54,99.89,18760,7.08,0,0
76.0,99.85,6518,7.17,1,0
78.99,100.0,4919,7.4,0,0
92.89,96.91,6718,7.27,1,0
67.54,98.01,2767,6.78,1,0
64.78,94.33,5058,5.57,1,0
75.21,96.4,9554,6.66,0,1
75.21,98.96,7155,6.34,1,0
80.99,96.13,3543,6.76,2,1
94.36,99.63,4977,3.98,0,0
84.23,98.3,1146,6.89,0,0
79.98,100.0,1742,7.48,1,0
83.11,100.0,17740,6.87,0,0
102.05,98.8,8725,5.41,0,1
86.92,97.34,16709,5.21,1,0
51.73,98.62,4943,6.77,1,1
90.39,97.44,1094,7.65,1,0
76.25,100.0,10621,7.27,0,0
75.24,97.72,1576,2.69,1,1
78.6,97.0,13812,6.97,1,0
73.6,96.3,1816,5.48,1,0
68.71,99.79,4885,5.1,2,1
72.78,99.56,2903,4.91,0,1
79.58,95.65,15880,9.15,0,0
84.31,97.86,8539,4.55,2,1
55.06,98.09,13917,5.41,0,0
83.81,99.9,9081,5.2,1,0
97.14,98.84,11583,7.12,0,0
85.27,98.51,1589,4.73,1,0
69.53,100.0,1583,6.58,1,0
67.25,100.0,5691,6.33,0,1
64.0,98.37,5324,5.82,2,1
73.64,97.97,14234,5.1,2,1
73.08,97.31,1186,8.16,2,1
86.3,97.47,3874,4.95,0,0
53.34,98.64,5254,4.55,1,0
87.75,99.47,4367,8.15,0,0
79.63,94.6,1119,4.73,0,1
93.5,97.71,6344,5.56,1,1
67.49,98.27,3920,8.73,0,0
57.16,94.11,1373,6.14,1,0
66.28,95.76,11370,6.47,0,1
47.58,98.27,1651,8.66,2,0
82.41,98.01,8980,6.81,2,1
78.5,98.53,13562,7.31,1,1
95.99,98.21,1186,6.5,1,0
71.23,95.83,10797,6.18,2,0
97.6,98.92,4211,8.54,0,1
85.24,100.0,5364,3.41,0,0
64.62,97.38,10104,8.5,2,0
55.25,100.0,2002,4.49,1,0
91.74,99.23,3562,7.31,1,0
93.6,100.0,6674,4.0,2,0
65.02,98.0,11242,8.22,1,1
91.63,96.25,13366,2.9,2,0
96.11,96.77,5380,7.69,0,1
71.37,98.16,10161,6.69,0,0
79.63,96.61,1136,8.08,0,1
57.58,97.28,9522,7.44,1,0
75.21,99.15,1517,7.85,1,1
66.9,100.0,7048,7.76,1,0
78.61,97.74,2705,7.18,2,0
77.46,96.21,3700,6.0,0,1
84.79,97.86,12243,6.16,0,1
82.95,96.05,5925,6.66,1,1
88.81,100.0,3563,6.1,2,0
78.41,100.0,4388,9.78,0,0
79.61,100.0,13207,6.37,1,0
102.61,98.83,1986,5.24,2,1
86.24,98.01,5341,9.44,2,1
82.46,100.0,3223,6.65,0,0
71.74,98.73,6263,7.45,1,1
78.64,96.34,5998,7.27,2,1
69.08,100.0,5929,7.92,1,0
75.21,99.71,5252,6.86,2,1
72.06,97.35,4241,5.9,2,1
101.84,98.01,16884,6.57,1,1
73.73,99.01,2183,4.66,0,1
99.35,97.35,3983,6.28,2,1
60.42,98.26,1660,9.19,1,0
77.08,98.68,2826,7.6,0,0
85.81,97.66,2004,6.34,0,0
86.58,99.47,7754,9.52,2,1
58.76,97.39,8607,5.59,1,1
56.76,96.77,2267,7.01,1,1
66.7,99.29,2340,6.19,2,1
84.52,97.96,12337,7.09,2,0
96.54,96.7,2423,7.36,1,0
65.16,99.72,3731,6.2,0,1
67.17,97.9,7649,5.25,2,1
44.61,97.54,5709,9.25,1,1
87.02,96.85,4939,6.65,0,1
106.96,95.63,11066,4.94,2,0
56.3,100.0,8610,4.97,1,0
93.66,98.01,17187,9.49,1,0
95.03,95.26,1837,10.2,2,1
71.35,100.0,2332,7.0,1,0
82.85,93.96,1989,7.36,2,1
71.24,96.04,7734,7.03,1,0
81.91,100.0,6209,6.45,1,0
69.58,97.95,1620,6.37,2,1
73.31,95.87,1442,6.17,1,0
71.96,95.32,4113,7.92,1,1
75.21,97.8,6715,9.72,0,1
80.39,97.22,2754,5.93,2,1
88.07,95.83,4310,6.43,0,0
68.92,100.0,2059,7.78,0,0
82.27,95.9,2023,8.28,0,1
79.01,95.14,4417,8.43,0,1
108.48,98.61,1124,6.19,1,1
82.54,98.13,7111,6.17,0,1
76.59,100.0,12795,3.51,0,0
91.42,95.61,1514,5.51,2,0
99.12,98.45,7525,5.1,0,0
106.08,98.89,15325,4.84,1,0
66.04,98.23,16336,5.77,2,0
65.68,97.91,1156,6.46,2,1
109.82,100.0,7534,8.54,1,1
75.71,94.61,9291,8.25,1,0
89.36,100.0,9825,4.81,1,0
72.52,97.01,19062,7.14,2,1
82.49,95.71,6686,5.3,2,1
90.6,97.72,4887,8.47,2,0
94.54,98.27,2715,5.77,0,0
47.85,97.22,8847,6.58,0,1
86.87,97.27,2846,5.58,0,1
72.22,97.94,18722,6.7,1,0
70.8,97.91,4619,6.91,1,1
95.01,95.78,1696,4.37,1,1
70.19,98.2,15914,4.29,2,1
75.21,98.78,5935,6.99,1,1
74.92,98.82,3232,5.94,0,0
79.92,98.87,8804,4.4,1,0
73.39,96.52,4072,7.53,2,1
75.15,95.78,9164,6.59,2,1
101.87,96.19,1724,6.52,1,0
82.87,96.4,1139,4.86,0,1
80.74,93.32,4325,3.94,2,0
87.33,97.57,2695,5.6,1,1
58.22,97.73,6504,6.57,1,1
90.26,95.95,10884,5.44,2,1
79.54,98.99,16224,4.85,1,0
65.74,97.52,10005,5.94,2,0
75.21,98.94,2927,6.55,2,1
83.0,96.9,9097,8.62,2,1
76.29,96.91,5283,6.73,2,1
91.29,99.62,16557,4.3,0,0
63.73,94.96,8590,3.47,1,0
75.21,97.98,1139,2.82,2,0
75.21,100.0,5494,4.92,2,1
77.01,98.65,3179,7.25,2,1
70.03,95.97,1288,8.27,1,0
75.21,96.95,11184,7.39,0,1
54.7,94.34,3294,6.16,0,1
70.67,98.01,2129,5.81,1,0
62.83,100.0,7908,5.15,1,0
69.24,97.45,7307,7.0,0,1
94.91,100.0,2131,7.66,0,1
57.45,96.73,2921,2.62,2,0
54.98,97.84,2773,3.42,0,0
80.57,98.13,4977,5.98,0,1
85.12,96.7,11769,4.91,0,1
86.84,100.0,2857,7.12,0,1
91.66,94.48,8292,7.03,1,0
72.34,94.42,4492,6.96,0,0
69.22,93.56,7122,6.03,0,0
61.33,97.59,7112,4.0,2,0
82.51,99.38,1741,7.94,1,1
59.02,98.16,2560,5.75,0,1
76.65,98.01,8730,6.07,1,0
78.4,100.0,2522,6.45,0,0
104.61,100.0,6765,5.95,0,0
71.36,98.59,18194,8.36,0,1
88.0,99.41,12495,5.52,2,0
75.67,97.72,4863,5.94,2,1
93.33,98.7,11434,6.21,2,1
80.9,96.63,5729,7.29,1,1
88.13,95.39,4293,5.76,1,0
45.33,97.79,1770,8.1,2,1
76.38,100.0,21101,9.31,1,1
58.38,99.38,6382,8.95,2,1
75.21,96.6,1064,5.64,1,0
71.56,97.21,3945,5.6,0,0
93.81,96.5,9922,5.22,2,0
90.11,95.47,15007,7.12,1,1
54.42,97.3,3527,6.16,0,1
78.54,98.55,3301,7.18,1,1
98.33,100.0,2507,6.88,1,1
77.32,93.73,5236,5.97,2,0
85.71,95.83,1493,6.28,2,1
78.21,98.69,19427,6.28,2,1
78.29,98.55,16665,7.51,0,1
61.12,97.34,2122,5.33,2,1
111.81,99.93,7378,5.8,2,1
40.0,97.9,4868,3.65,0,1
64.12,100.0,2014,4.89,0,0
67.67,98.2,15917,6.15,0,1
88.63,98.01,1839,5.84,1,0
53.84,100.0,4977,3.56,2,0
72.37,98.04,2859,7.29,2,1
86.8,99.23,12245,5.18,0,0
56.73,96.08,6779,4.07,2,1
72.95,98.72,12511,7.05,1,1
72.48,97.9,2990,7.75,0,1
75.55,97.3,1754,7.52,0,1
68.62,94.68,11789,6.18,2,0
89.51,99.42,2667,6.12,0,0
82.94,97.97,2696,4.82,0,1
75.99,98.27,2247,6.36,2,0
69.16,98.33,11519,9.88,2,1
95.05,98.87,2717,7.28,2,1
81.78,98.81,6483,6.5,2,0
72.9,100.0,4197,8.27,2,1
81.58,97.37,2371,7.83,0,0
103.33,100.0,2158,4.32,1,1
64.72,97.23,4977,7.49,0,0
88.27,94.93,1657,6.65,1,1
81.21,100.0,2968,5.45,0,0
64.06,99.61,10934,6.28,0,0
79.36,98.45,14405,8.22,0,1
92.52,98.01,13195,4.61,2,0
79.51,99.63,7232,6.79,0,0
64.17,99.3,4935,6.29,0,0
105.81,96.2,1096,6.67,0,0
65.71,98.02,2077,5.81,0,1
87.46,99.75,8201,6.87,0,0
48.42,95.86,5024,4.12,2,1
98.56,97.61,5055,9.65,0,1
70.3,95.18,4511,7.19,0,0
59.07,98.53,6245,4.9,1,1
75.21,95.51,12405,5.97,1,1
79.0,97.89,2673,6.9,1,1
53.32,98.03,5800,5.33,1,0
90.43,97.65,5730,4.49,0,1
97.61,97.99,4036,5.16,1,1
84.2,98.43,1630,7.86,2,0
63.6,95.23,2837,5.24,1,1
71.98,98.01,20160,6.26,0,1
75.21,98.01,7809,7.64,0,1
89.21,95.53,1284,6.21,0,0
81.1,98.21,8040,6.68,1,0
82.77,98.59,13008,6.63,2,0
87.44,100.0,8605,5.42,2,0
61.01,95.46,16845,4.95,2,0
106.17,97.21,11886,7.28,1,0
101.48,97.98,15874,7.98,2,0
85.28,94.53,3794,4.92,0,1
64.18,97.62,1321,8.11,2,1
75.21,96.09,8004,9.06,2,0
78.18,98.71,3816,8.5,0,0
44.54,100.0,6377,7.61,0,1
87.94,97.41,6651,7.4,2,1
74.05,96.19,12549,6.56,1,0
66.22,96.22,1760,5.6,2,1
112.04,98.37,3031,6.9,0,0
88.92,98.4,15366,7.9,0,1
60.95,100.0,2080,7.17,0,0
73.4,98.41,10453,6.28,1,1
79.6,96.9,4977,5.57,0,0
102.24,99.1,4928,5.68,1,1
75.21,99.2,8512,4.65,2,0
66.55,98.08,2966,4.17,2,1
88.23,95.6,14459,8.42,1,0
49.98,98.38,19716,6.9,1,0
73.04,96.08,8875,6.45,2,0
67.38,99.51,2916,9.14,1,0
47.64,98.65,11986,6.47,2,1
96.22,100.0,2870,6.46,0,0
95.43,96.59,16656,6.17,1,1
50.03,95.92,3710,4.83,0,0
75.21,96.16,2595,5.89,2,0
83.39,96.6,4077,3.17,0,1
79.21,99.62,9455,3.08,0,0
53.14,94.18,6404,6.4,1,0
87.03,96.57,1583,7.75,1,1
66.72,99.91,4856,5.34,2,1
77.99,95.5,8634,6.08,2,1
51.55,97.01,5122,5.23,0,1
70.63,97.63,10189,6.65,2,0
76.18,98.61,11427,3.48,0,1
82.8,97.6,9265,5.38,2,1
76.57,100.0,2793,6.57,0,0
66.13,97.37,8990,4.4,1,0
91.94,96.86,6034,5.72,1,1
73.37,99.43,5494,6.54,2,1
58.14,99.18,7323,4.67,2,1
80.32,97.67,6961,7.48,2,1
73.79,98.39,11236,7.91,1,0
76.89,96.88,9069,6.2,0,1
75.84,99.6,4080,6.31,2,1
43.79,96.86,1219,5.42,0,1
75.01,97.98,1812,4.91,1,1
51.54,96.93,10080,5.63,2,1
53.9,95.88,4829,8.07,0,0
87.66,96.82,1681,6.72,1,1
75.16,96.31,2472,4.97,1,0
61.8,98.01,6494,6.21,0,1
50.95,100.0,6397,5.05,0,1
107.72,98.01,14379,4.73,1,1
58.81,99.4,4815,6.19,2,1
58.46,97.78,6393,5.57,1,1
76.19,98.01,18661,7.31,1,0
69.22,99.38,5085,7.48,0,1
70.11,96.78,2915,5.44,2,0
79.26,95.75,2418,6.24,2,0
103.77,95.65,1704,5.79,0,0
70.2,96.95,6465,6.74,1,1
85.83,97.09,2532,3.68,1,0
47.29,99.14,9568,5.06,0,0
77.04,97.87,2390,4.76,0,1
71.45,93.46,4905,5.14,2,1
84.33,98.38,13121,4.08,2,1
81.9,100.0,14056,5.94,2,1
68.5,95.47,1313,6.48,0,1
89.51,95.76,12211,6.85,1,1
81.9,95.9,2983,7.11,0,0
72.57,99.01,19272,5.29,1,1
76.48,95.56,2487,6.59,1,1
89.08,100.0,13417,6.34,1,1
61.59,94.68,5457,5.3,2,0
68.17,98.52,4977,6.13,1,1
68.94,93.67,9898,5.79,2,1
92.96,98.62,10477,6.45,1,1
80.82,97.13,13682,5.69,1,0
72.24,98.01,4395,9.98,0,1
75.29,98.06,1731,3.77,1,1
79.54,98.41,2485,4.08,1,0
93.02,99.16,16312,8.08,2,0
40.0,98.32,11326,8.68,0,1
72.01,100.0,18032,6.97,2,1
98.54,97.12,2014,5.85,0,0
92.13,100.0,12081,6.09,2,1
86.86,94.87,1229,7.1,1,1
87.36,95.46,6494,7.3,0,0
58.24,98.58,1138,4.74,0,1
74.1,98.12,5028,6.92,0,1
77.21,96.5,3408,4.42,1,0
66.34,96.27,4961,7.81,0,0
77.19,100.0,6158,6.89,0,1
49.5,96.0,1713,8.82,1,0
81.8,100.0,9423,7.96,0,0
42.36,96.56,5605,6.87,0,1
75.25,98.01,2530,5.31,2,1
98.22,100.0,4009,4.08,0,0
75.21,99.18,15675,8.29,2,1
71.35,93.77,7759,6.21,2,1
50.67,95.53,1128,8.52,0,0
78.86,94.03,15219,6.66,0,1
88.07,97.34,3265,6.92,0,1
62.86,97.28,2922,7.37,0,1
68.65,98.01,4873,6.22,0,0
72.77,97.73,1608,6.14,0,1
93.59,100.0,17193,6.86,2,1
54.03,95.45,4416,8.37,2,1
68.19,97.32,3504,7.26,1,0
98.56,96.78,1312,6.53,0,0
64.09,96.84,11360,5.88,2,0
77.7,99.26,14259,5.2,0,0
109.91,95.05,1232,5.03,0,0
58.24,97.76,9749,6.14,2,1
86.33,98.34,1598,6.51,0,1
57.18,100.0,4977,7.59,2,0
59.89,100.0,4637,4.81,0,1
67.3,98.86,7768,6.52,0,1
66.75,98.93,6511,5.03,1,1
76.99,95.99,12989,5.81,2,1
64.24,96.88,1641,7.64,2,0
75.21,96.09,3907,6.41,1,0
55.53,100.0,4835,3.47,1,0
55.91,97.26,12453,7.66,1,1
84.17,98.37,10267,4.09,1,0
77.91,98.95,7955,5.18,2,1
63.38,100.0,6732,6.31,2,1
58.03,98.2,4977,6.97,1,1
90.51,97.77,3230,8.04,2,0
95.45,100.0,5039,5.15,0,1
82.62,97.88,13455,5.82,0,1
80.33,96.07,5917,7.83,1,1
83.9,98.74,1076,6.01,2,0
98.83,97.73,4073,5.7,2,1
91.08,100.0,1564,7.25,1,1
90.27,97.56,3180,3.39,0,1
50.17,98.01,10916,6.48,0,1
64.44,99.54,12191,6.46,0,1
57.6,98.45,14383,8.14,2,1
81.29,98.48,16474,5.04,1,1
89.95,98.31,3309,5.41,2,1
90.57,98.16,1291,4.32,1,0
78.35,98.12,3538,5.7,1,0
86.92,98.08,13929,6.78,1,1
75.21,97.44,6091,6.07,2,1
75.03,96.22,14787,2.89,1,0
84.18,95.7,18316,4.75,0,0
83.54,100.0,8860,8.41,2,0
81.99,97.29,7255,5.75,0,1
62.7,96.39,5823,7.54,1,0
92.73,97.63,3014,8.53,0,0
71.06,100.0,2245,7.77,1,1
70.22,93.21,20363,8.71,2,1
83.73,99.72,4074,3.04,1,1
67.23,96.94,12924,7.13,2,0
78.43,97.91,8987,8.43,1,1
69.3,96.52,7472,7.18,1,1
75.21,98.01,5834,4.66,1,0
78.93,96.21,9244,5.4,2,0
80.31,99.8,13264,8.75,2,0
92.44,100.0,2128,6.45,0,0
76.11,100.0,8486,7.2,1,1
76.27,96.83,10081,6.45,0,0
51.45,99.86,1826,9.09,1,0
66.4,96.68,3149,7.7,0,0
78.8,100.0,3743,8.46,1,1
90.1,98.75,6465,7.57,0,0
81.98,95.65,10854,8.49,1,1
82.92,97.5,13746,5.26,2,1
62.24,100.0,2233,5.47,2,0
75.73,97.43,2947,5.59,0,1
71.98,94.94,3110,5.94,1,1
74.11,96.26,5216,7.53,2,0
92.26,96.23,3740,5.34,1,0
99.23,96.19,6368,7.68,2,0
81.59,99.48,11400,5.13,2,1
50.46,97.08,10180,4.84,2,1
85.1,99.17,3632,8.3,1,0
99.82,98.01,3454,7.77,0,0
72.18,96.56,14412,5.65,0,0
93.66,100.0,11474,7.52,1,1
68.49,95.62,14999,4.98,0,1
51.48,96.7,6661,8.04,2,1
80.09,97.28,11333,8.63,0,1
83.3,98.01,4887,6.27,2,0
80.16,93.13,1142,9.92,2,1
67.26,95.71,3090,8.46,2,0
70.09,97.54,9814,5.93,2,0
88.28,98.54,11725,4.42,2,1
53.21,98.46,9468,5.84,1,0
69.89,97.52,4532,6.86,2,1
52.92,96.49,7628,6.56,1,1
68.86,96.81,2452,6.55,2,0
106.51,95.81,1289,6.75,2,1
64.98,98.79,9001,7.53,0,0
90.41,100.0,1178,7.17,0,1
49.34,93.48,2307,6.93,2,0
75.6,99.07,9671,7.88,2,1
75.21,97.61,9142,7.7,0,0
63.23,100.0,1595,6.68,1,0
79.97,98.35,6467,6.4,0,0
90.38,98.27,1636,7.38,0,1
82.68,98.36,1825,7.94,2,1
92.78,98.56,1986,7.65,2,1
61.9,97.02,5700,9.26,0,1
78.07,97.42,1611,6.66,1,0
77.85,100.0,3726,6.26,0,0
67.56,94.91,1332,4.3,0,1
93.46,96.37,7695,7.95,1,1
86.72,94.57,5886,7.41,1,1
105.46,94.61,6935,5.65,1,0
103.03,97.55,3567,6.48,1,0
102.69,99.06,1698,6.76,2,1
100.3,96.75,11638,4.22,0,1
85.41,100.0,1238,5.89,0,0
82.82,97.93,7650,6.96,1,1
68.27,100.0,4494,5.44,1,1
80.96,97.17,12785,7.08,0,1
90.26,96.62,9193,9.6,0,0
84.88,98.56,1324,4.77,1,1
65.79,95.44,7660,3.75,2,1
98.14,95.41,1713,8.31,0,1
76.87,100.0,1298,9.64,1,0
106.98,100.0,8518,5.53,0,0
74.22,100.0,7884,6.48,0,1
91.62,96.47,10685,3.93,2,0
79.59,100.0,15388,6.99,0,1
78.65,96.57,2181,5.25,1,0
45.6,98.14,6494,7.92,2,1
73.69,100.0,1709,4.78,0,0
53.96,97.31,5220,7.44,1,1
40.0,98.0,1638,5.63,0,1
82.64,97.53,8202,6.61,0,0
75.21,99.62,15281,5.51,1,0
73.18,98.39,8619,7.03,0,0
59.01,99.13,3003,6.93,0,1
96.05,98.0,5269,6.68,1,1
59.23,99.91,2175,5.36,1,0
75.87,100.0,4795,8.05,2,0
72.1,98.29,10302,6.86,0,1
60.58,98.62,1182,5.48,1,0
73.59,100.0,1042,5.94,1,1
65.62,98.88,2700,3.84,1,1
86.67,100.0,2175,6.47,2,0
62.9,100.0,9297,6.45,0,1
73.8,95.39,3005,5.35,1,1
68.54,95.16,1095,6.91,2,1
77.53,99.02,2349,6.72,2,0
72.77,98.24,2195,6.71,1,0
54.94,97.49,7043,6.45,2,1
45.69,97.84,7419,7.52,1,0
58.05,97.76,4234,8.93,2,0
73.16,98.8,1424,8.74,0,0
80.3,98.07,4663,4.87,0,0
82.07,97.31,12776,7.3,2,1
81.66,93.78,18231,6.41,1,1
73.84,98.11,12019,7.07,2,0
71.91,98.53,2853,6.13,2,1
74.95,95.71,9163,4.07,1,1
66.01,98.97,3477,4.79,1,1
51.98,98.57,4977,4.88,0,0
59.32,96.66,14466,7.5,0,1
53.82,97.82,1607,6.45,1,1
71.58,95.35,2462,5.8,1,1
85.24,99.16,18665,10.4,2,0
97.25,94.01,8418,3.66,1,1
103.24,97.92,6064,2.67,2,1
