User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
1717,87.71,96.65,2667,6.5,active,7
2016,57.25,98.76,1396,8.76,highly active,8
2337,85.69,99.02,8966,7.22,active,10
1605,67.03,100.0,3897,8.07,sedentary,8
1374,86.37,100.0,6325,6.16,active,1
3686,63.12,95.41,4963,5.68,highly active,9
2960,81.08,100.0,11433,5.95,sedentary,9
2048,111.38,97.51,454,5.12,active,9
2357,78.46,99.51,11751,4.87,sedentary,8
1115,55.29,94.47,3929,5.16,sedentary,10
2619,76.23,98.45,1487,6.91,highly active,1
4809,89.97,100.0,806,6.37,sedentary,1
3146,83.11,97.15,980,6.67,sedentary,10
2482,71.05,100.0,1826,8.58,active,10
2546,69.02,100.0,7438,6.31,highly active,5
2620,82.34,99.79,3762,6.87,sedentary,7
3452,46.6,99.36,16189,7.63,sedentary,6
1684,89.81,96.24,1171,7.29,active,4
3950,72.23,96.96,1044,6.93,sedentary,9
3550,75.11,100.0,8269,4.38,highly active,2
4792,73.01,97.68,7034,7.65,highly active,7
2471,103.69,94.44,8613,8.27,sedentary,7
3941,80.77,98.2,2895,6.31,sedentary,4
2599,55.86,94.07,17258,6.45,sedentary,9
3305,62.01,96.59,845,6.94,active,7
3891,76.41,94.51,233,9.42,sedentary,3
3168,93.87,97.99,9487,6.07,sedentary,8
1809,84.92,98.5,7912,7.43,highly active,5
1977,89.89,100.0,4762,6.24,sedentary,2
3101,58.05,99.16,312,7.4,sedentary,9
2354,63.93,96.17,1520,9.19,sedentary,8
1783,73.2,98.9,7126,7.05,highly active,4
1240,87.75,94.62,7614,6.08,active,10
2778,66.47,100.0,7908,6.12,sedentary,9
2553,53.4,98.85,11373,6.92,sedentary,8
1482,69.48,95.65,175,9.5,highly active,4
2012,76.82,96.37,7215,8.82,highly active,5
1186,85.24,96.94,2028,6.1,active,7
2881,61.66,97.82,5924,6.64,active,6
3703,66.69,98.6,9372,6.72,active,8
3309,78.23,97.46,8911,3.57,highly active,3
1952,83.19,98.65,2376,6.15,sedentary,1
2387,78.04,97.06,3072,6.82,active,1
1490,72.8,100.0,17448,5.14,highly active,7
1430,63.91,99.53,13228,9.09,sedentary,1
1238,88.31,100.0,2079,4.81,sedentary,7
3351,93.2,98.73,6190,4.98,highly active,10
3345,66.23,100.0,794,7.54,active,10
1075,67.88,93.75,7426,6.92,sedentary,1
4771,85.26,97.96,6798,5.82,highly active,2
2356,77.51,100.0,2144,8.01,sedentary,7
2923,83.73,100.0,4977,6.87,active,8
4046,79.07,99.23,10672,9.27,active,3
2781,80.7,96.61,2064,3.83,highly active,1
3689,68.89,99.37,10238,5.72,highly active,9
4545,45.03,98.96,2662,8.98,active,9
1826,77.9,95.39,12809,7.22,sedentary,10
4994,85.35,100.0,216,6.34,active,7
3330,79.29,97.64,2090,5.89,highly active,6
1590,63.81,96.03,1368,7.02,sedentary,4
3119,66.32,95.55,15487,4.78,active,9
4334,111.86,96.96,3916,4.35,highly active,8
2902,40.0,97.11,1940,7.78,highly active,9
2910,66.39,96.2,961,7.91,highly active,6
1574,71.74,96.62,6383,5.86,sedentary,7
4047,56.42,98.37,2331,5.8,highly active,6
1891,73.05,99.91,18501,6.49,active,3
3059,67.61,98.12,4528,5.01,sedentary,9
1140,77.94,100.0,1040,7.5,sedentary,4
2789,70.73,96.21,168,6.06,highly active,2
4626,64.5,96.71,1850,6.4,sedentary,1
1016,69.92,99.12,2698,6.24,highly active,5
2086,87.71,97.67,1623,7.27,highly active,4
1252,75.96,100.0,3185,6.93,sedentary,4
1464,71.77,95.28,14781,9.36,active,1
1375,80.27,98.58,343,5.92,active,2
2827,74.98,99.38,11309,9.19,highly active,2
4028,58.4,94.37,3883,3.78,highly active,10
1519,85.3,95.37,16582,7.23,sedentary,1
2860,65.63,96.76,7698,4.12,active,6
1089,69.86,95.29,1261,4.96,active,9
3851,87.33,99.37,1176,4.92,highly active,1
3843,76.87,96.93,2869,5.59,active,1
4246,87.34,96.42,6982,4.08,highly active,4
4684,75.18,97.58,8173,6.86,highly active,2
1925,73.71,94.7,7608,9.82,highly active,6
4734,72.29,95.09,6801,6.44,active,4
3447,62.93,94.79,5674,3.07,active,7
2805,96.38,98.47,20852,5.86,highly active,8
1969,90.21,98.67,5493,5.83,sedentary,3
3028,95.35,100.0,9398,5.66,active,9
4251,82.12,94.09,5251,6.28,sedentary,10
4195,75.21,98.01,15307,6.41,highly active,6
2404,68.68,100.0,161,4.43,highly active,5
4364,75.21,100.0,3520,7.41,highly active,3
3844,54.33,96.7,6711,8.95,sedentary,5
1194,88.0,98.22,134,6.92,active,6
4982,50.57,97.63,19340,8.16,active,5
1227,91.54,100.0,12256,6.77,sedentary,9
4502,82.45,97.47,1730,4.93,active,8
2459,104.26,100.0,2821,6.91,sedentary,7
4858,77.7,95.97,7913,5.75,highly active,7
1460,84.84,96.75,2919,4.84,sedentary,6
1617,85.45,97.4,13602,6.38,highly active,3
4092,61.72,98.04,1999,7.73,sedentary,5
1063,58.99,97.89,11937,5.99,sedentary,6
3212,60.99,96.81,4373,9.41,active,6
3074,74.51,93.78,4227,7.93,highly active,3
4382,74.89,95.47,1291,5.68,highly active,3
1284,82.41,99.76,2960,9.72,sedentary,1
2683,63.86,97.43,1602,6.0,sedentary,4
3328,87.58,96.38,230,7.05,highly active,2
1837,81.46,94.63,4761,7.13,sedentary,4
1830,98.71,100.0,229,3.91,highly active,4
2187,81.46,99.08,4253,3.93,active,9
4969,73.96,95.54,16305,7.78,sedentary,8
3965,107.21,98.67,4823,4.93,sedentary,2
1223,73.74,98.14,309,6.52,highly active,7
1783,79.34,100.0,2149,4.23,active,6
4217,81.52,98.34,349,6.01,sedentary,7
4012,88.97,97.82,14961,6.82,sedentary,7
1949,76.28,99.23,1922,3.41,highly active,7
1044,97.34,95.76,4674,5.8,active,4
2810,53.06,99.16,3641,4.85,active,8
1470,60.23,99.25,18328,5.94,sedentary,7
3081,51.66,98.64,5297,5.94,highly active,9
3700,61.12,98.84,2313,9.39,highly active,8
4498,50.46,96.98,10990,6.32,highly active,1
1829,76.62,98.27,2220,5.8,active,10
2909,61.61,99.92,4094,6.32,active,9
3268,97.72,98.85,11377,7.14,sedentary,8
2891,82.54,99.89,18760,7.08,sedentary,2
3581,76.0,99.85,6518,7.17,active,4
1691,78.99,100.0,4919,7.4,sedentary,1
2390,84.69,100.0,554,4.31,active,3
1931,92.89,96.91,6718,7.27,active,5
1840,67.54,98.01,2767,6.78,active,2
4814,64.78,94.33,5058,5.57,active,1
3472,75.21,96.4,9554,6.66,sedentary,9
2938,75.21,98.96,7155,6.34,active,3
2573,54.57,99.82,713,6.47,highly active,1
3629,80.99,96.13,3543,6.76,highly active,6
4187,94.36,99.63,4977,3.98,sedentary,4
3286,84.23,98.3,1146,6.89,sedentary,4
4406,79.98,100.0,1742,7.48,active,1
3488,83.11,100.0,17740,6.87,sedentary,1
1147,102.05,98.8,8725,5.41,sedentary,10
2032,86.92,97.34,16709,5.21,active,3
2311,51.73,98.62,4943,6.77,active,8
1387,73.73,99.98,7,7.7,active,10
4121,76.31,100.0,245,8.46,active,4
2873,90.39,97.44,1094,7.65,active,2
4588,76.25,100.0,10621,7.27,sedentary,5
1915,75.24,97.72,1576,2.69,active,8
2878,75.64,100.0,749,5.58,highly active,9
3685,78.6,97.0,13812,6.97,active,5
4658,73.6,96.3,1816,5.48,active,3
4748,68.71,99.79,4885,5.1,highly active,6
1277,72.78,99.56,2903,4.91,sedentary,6
2977,79.58,95.65,15880,9.15,sedentary,5
2859,84.31,97.86,8539,4.55,highly active,10
4371,55.06,98.09,13917,5.41,sedentary,4
2825,83.81,99.9,9081,5.2,active,4
3636,97.14,98.84,11583,7.12,sedentary,4
3696,85.27,98.51,1589,4.73,active,4
1617,69.53,100.0,1583,6.58,active,1
2630,67.25,100.0,5691,6.33,sedentary,7
3182,64.0,98.37,5324,5.82,highly active,6
1579,73.64,97.97,14234,5.1,highly active,8
2170,73.08,97.31,1186,8.16,highly active,6
1489,86.3,97.47,3874,4.95,sedentary,3
3525,53.34,98.64,5254,4.55,active,1
2182,87.75,99.47,4367,8.15,sedentary,4
1383,87.42,100.0,486,6.8,highly active,5
1162,79.63,94.6,1119,4.73,sedentary,9
2876,93.5,97.71,6344,5.56,active,7
2212,67.49,98.27,3920,8.73,sedentary,1
3462,57.16,94.11,1373,6.14,active,2
2630,66.28,95.76,11370,6.47,sedentary,6
2204,47.58,98.27,1651,8.66,highly active,3
1287,82.41,98.01,8980,6.81,highly active,7
2857,55.29,96.89,460,8.24,sedentary,7
1186,78.5,98.53,13562,7.31,active,10
2161,95.99,98.21,1186,6.5,active,2
1129,71.23,95.83,10797,6.18,highly active,3
3241,64.26,98.77,716,5.64,highly active,9
4856,97.6,98.92,4211,8.54,sedentary,6
2887,85.24,100.0,5364,3.41,sedentary,5
1143,64.62,97.38,10104,8.5,highly active,2
1015,55.25,100.0,2002,4.49,active,4
4373,91.74,99.23,3562,7.31,active,5
3470,75.21,97.51,508,5.62,highly active,8
1244,93.6,100.0,6674,4.0,highly active,1
1926,65.02,98.0,11242,8.22,active,9
4178,91.63,96.25,13366,2.9,highly active,5
4159,96.11,96.77,5380,7.69,sedentary,8
3176,71.37,98.16,10161,6.69,sedentary,2
1906,79.63,96.61,1136,8.08,sedentary,9
1886,57.58,97.28,9522,7.44,active,5
1340,57.96,96.8,31,7.42,highly active,5
3051,75.21,99.15,1517,7.85,active,6
4398,66.9,100.0,7048,7.76,active,5
2433,78.61,97.74,2705,7.18,highly active,4
4950,77.46,96.21,3700,6.0,sedentary,10
1305,84.79,97.86,12243,6.16,sedentary,6
1907,82.95,96.05,5925,6.66,active,10
3654,88.81,100.0,3563,6.1,highly active,2
4792,78.41,100.0,4388,9.78,sedentary,5
4296,79.61,100.0,13207,6.37,active,5
1320,102.61,98.83,1986,5.24,highly active,6
1558,86.24,98.01,5341,9.44,highly active,6
2204,82.46,100.0,3223,6.65,sedentary,3
3665,71.74,98.73,6263,7.45,active,8
3758,78.64,96.34,5998,7.27,highly active,6
3181,69.08,100.0,5929,7.92,active,5
2641,75.21,99.71,5252,6.86,highly active,6
4863,72.06,97.35,4241,5.9,highly active,8
4843,101.84,98.01,16884,6.57,active,9
2131,73.73,99.01,2183,4.66,sedentary,6
3578,99.35,97.35,3983,6.28,highly active,10
3457,60.42,98.26,1660,9.19,active,2
4367,77.08,98.68,2826,7.6,sedentary,2
1817,85.81,97.66,2004,6.34,sedentary,3
2194,86.58,99.47,7754,9.52,highly active,10
4402,58.76,97.39,8607,5.59,active,7
3540,56.76,96.77,2267,7.01,active,7
1011,66.7,99.29,2340,6.19,highly active,9
1194,84.52,97.96,12337,7.09,highly active,5
3537,96.54,96.7,2423,7.36,active,5
3842,65.16,99.72,3731,6.2,sedentary,10
3928,67.17,97.9,7649,5.25,highly active,8
3229,44.61,97.54,5709,9.25,active,8
4009,87.02,96.85,4939,6.65,sedentary,8
4888,106.96,95.63,11066,4.94,highly active,4
3959,56.3,100.0,8610,4.97,active,3
2921,93.66,98.01,17187,9.49,active,4
4387,95.03,95.26,1837,10.2,highly active,7
3741,86.76,97.82,115,7.0,sedentary,8
2619,71.35,100.0,2332,7.0,active,1
4749,83.29,98.63,307,6.04,active,2
4867,82.85,93.96,1989,7.36,highly active,6
4864,71.24,96.04,7734,7.03,active,3
2119,81.91,100.0,6209,6.45,active,1
4452,69.58,97.95,1620,6.37,highly active,6
1777,73.31,95.87,1442,6.17,active,4
1443,71.96,95.32,4113,7.92,active,9
1807,53.57,96.16,16,9.58,active,9
2760,75.21,97.8,6715,9.72,sedentary,8
1844,80.39,97.22,2754,5.93,highly active,9
2015,40.96,100.0,169,5.96,active,4
2384,88.07,95.83,4310,6.43,sedentary,2
1553,68.92,100.0,2059,7.78,sedentary,5
3350,82.27,95.9,2023,8.28,sedentary,9
1420,79.01,95.14,4417,8.43,sedentary,10
2269,108.48,98.61,1124,6.19,active,8
4791,82.54,98.13,7111,6.17,sedentary,9
2260,76.59,100.0,12795,3.51,sedentary,5
4605,91.42,95.61,1514,5.51,highly active,1
1184,99.12,98.45,7525,5.1,sedentary,5
1467,106.08,98.89,15325,4.84,active,1
3801,66.04,98.23,16336,5.77,highly active,4
2306,65.68,97.91,1156,6.46,highly active,9
2576,109.82,100.0,7534,8.54,active,7
1335,75.71,94.61,9291,8.25,active,3
3209,89.36,100.0,9825,4.81,active,3
4231,72.52,97.01,19062,7.14,highly active,6
2497,82.49,95.71,6686,5.3,highly active,6
4393,90.6,97.72,4887,8.47,highly active,4
3059,94.54,98.27,2715,5.77,sedentary,3
2447,66.11,98.16,412,5.02,highly active,2
4144,47.85,97.22,8847,6.58,sedentary,9
1587,97.24,100.0,140,8.48,highly active,2
3795,95.34,95.73,463,9.51,active,10
1200,86.87,97.27,2846,5.58,sedentary,10
1521,72.22,97.94,18722,6.7,active,5
2887,70.8,97.91,4619,6.91,active,10
3552,95.01,95.78,1696,4.37,active,6
4809,70.19,98.2,15914,4.29,highly active,8
2711,75.21,98.78,5935,6.99,active,6
1787,74.92,98.82,3232,5.94,sedentary,5
4110,79.92,98.87,8804,4.4,active,1
1059,73.39,96.52,4072,7.53,highly active,7
1577,75.15,95.78,9164,6.59,highly active,6
1320,101.87,96.19,1724,6.52,active,1
2458,82.87,96.4,1139,4.86,sedentary,8
4707,80.74,93.32,4325,3.94,highly active,1
3933,87.33,97.57,2695,5.6,active,9
4479,58.22,97.73,6504,6.57,active,7
3037,90.26,95.95,10884,5.44,highly active,8
1922,79.54,98.99,16224,4.85,active,1
2409,65.74,97.52,10005,5.94,highly active,2
2694,75.21,98.94,2927,6.55,highly active,10
1568,83.0,96.9,9097,8.62,highly active,10
2101,76.29,96.91,5283,6.73,highly active,6
4265,91.29,99.62,16557,4.3,sedentary,4
4356,63.73,94.96,8590,3.47,active,1
1526,75.21,97.98,1139,2.82,highly active,4
3571,63.57,98.84,569,7.01,highly active,10
3660,75.21,100.0,5494,4.92,highly active,7
4227,77.01,98.65,3179,7.25,highly active,8
4411,70.03,95.97,1288,8.27,active,2
3172,75.21,96.95,11184,7.39,sedentary,8
1870,54.7,94.34,3294,6.16,sedentary,9
1279,55.82,96.66,629,9.27,highly active,2
3964,70.67,98.01,2129,5.81,active,5
4977,62.83,100.0,7908,5.15,active,5
3669,69.24,97.45,7307,7.0,sedentary,9
3893,94.91,100.0,2131,7.66,sedentary,9
2892,57.45,96.73,2921,2.62,highly active,5
4729,79.49,98.38,357,8.17,highly active,9
4981,54.98,97.84,2773,3.42,sedentary,2
1673,80.57,98.13,4977,5.98,sedentary,7
2151,85.12,96.7,11769,4.91,sedentary,6
3361,86.84,100.0,2857,7.12,sedentary,8
1331,91.66,94.48,8292,7.03,active,4
2173,72.34,94.42,4492,6.96,sedentary,3
2477,69.22,93.56,7122,6.03,sedentary,5
2708,61.33,97.59,7112,4.0,highly active,3
2443,82.51,99.38,1741,7.94,active,7
4093,59.02,98.16,2560,5.75,sedentary,6
3253,76.65,98.01,8730,6.07,active,4
3686,50.9,97.81,612,5.99,sedentary,4
3895,78.4,100.0,2522,6.45,sedentary,1
2379,104.61,100.0,6765,5.95,sedentary,1
3776,71.36,98.59,18194,8.36,sedentary,9
2119,88.0,99.41,12495,5.52,highly active,2
3988,75.67,97.72,4863,5.94,highly active,9
1163,93.33,98.7,11434,6.21,highly active,7
1147,80.9,96.63,5729,7.29,active,6
4601,88.13,95.39,4293,5.76,active,2
3341,45.33,97.79,1770,8.1,highly active,10
1194,76.38,100.0,21101,9.31,active,6
1662,58.38,99.38,6382,8.95,highly active,9
4948,75.21,96.6,1064,5.64,active,5
1122,71.56,97.21,3945,5.6,sedentary,1
3746,93.81,96.5,9922,5.22,highly active,2
1964,90.11,95.47,15007,7.12,active,7
4523,54.42,97.3,3527,6.16,sedentary,6
3708,86.44,97.02,481,6.48,sedentary,8
2778,78.54,98.55,3301,7.18,active,9
2485,98.33,100.0,2507,6.88,active,10
4814,77.32,93.73,5236,5.97,highly active,2
3014,85.71,95.83,1493,6.28,highly active,9
4789,78.21,98.69,19427,6.28,highly active,9
1709,78.29,98.55,16665,7.51,sedentary,8
3443,61.12,97.34,2122,5.33,highly active,7
1911,111.81,99.93,7378,5.8,highly active,8
1702,40.0,97.9,4868,3.65,sedentary,10
4052,64.12,100.0,2014,4.89,sedentary,2
4670,67.67,98.2,15917,6.15,sedentary,10
4213,88.63,98.01,1839,5.84,active,3
3364,53.84,100.0,4977,3.56,highly active,2
2734,72.37,98.04,2859,7.29,highly active,10
4629,86.8,99.23,12245,5.18,sedentary,4
2823,56.73,96.08,6779,4.07,highly active,8
4598,72.95,98.72,12511,7.05,active,10
2579,72.48,97.9,2990,7.75,sedentary,7
4472,66.03,99.35,78,2.84,sedentary,4
1680,75.55,97.3,1754,7.52,sedentary,6
2333,68.62,94.68,11789,6.18,highly active,1
3542,89.51,99.42,2667,6.12,sedentary,3
1555,82.94,97.97,2696,4.82,sedentary,6
4844,75.99,98.27,2247,6.36,highly active,2
3156,69.16,98.33,11519,9.88,highly active,9
4866,95.05,98.87,2717,7.28,highly active,9
1371,81.78,98.81,6483,6.5,highly active,5
3902,72.9,100.0,4197,8.27,highly active,8
1615,81.58,97.37,2371,7.83,sedentary,1
3815,103.33,100.0,2158,4.32,active,7
2914,64.72,97.23,4977,7.49,sedentary,2
3253,88.27,94.93,1657,6.65,active,7
1846,81.21,100.0,2968,5.45,sedentary,5
1042,71.76,96.31,281,4.95,highly active,4
2853,64.06,99.61,10934,6.28,sedentary,5
3773,75.21,98.16,312,6.48,sedentary,5
4358,79.36,98.45,14405,8.22,sedentary,7
2378,96.66,100.0,339,3.12,highly active,2
1784,92.52,98.01,13195,4.61,highly active,3
1475,79.51,99.63,7232,6.79,sedentary,4
1082,64.17,99.3,4935,6.29,sedentary,3
2133,105.81,96.2,1096,6.67,sedentary,5
3237,65.71,98.02,2077,5.81,sedentary,7
1799,87.46,99.75,8201,6.87,sedentary,1
1935,48.42,95.86,5024,4.12,highly active,9
4980,98.56,97.61,5055,9.65,sedentary,7
3298,44.49,100.0,1000,7.13,active,2
4795,70.3,95.18,4511,7.19,sedentary,4
3338,59.07,98.53,6245,4.9,active,6
2668,95.93,98.55,913,5.62,sedentary,10
4868,75.21,95.51,12405,5.97,active,7
1325,79.0,97.89,2673,6.9,active,8
2534,53.32,98.03,5800,5.33,active,3
2686,90.43,97.65,5730,4.49,sedentary,10
4678,74.76,99.6,789,8.17,sedentary,9
4861,97.61,97.99,4036,5.16,active,9
2985,84.2,98.43,1630,7.86,highly active,5
2964,63.6,95.23,2837,5.24,active,7
1836,71.98,98.01,20160,6.26,sedentary,8
3778,86.67,96.84,484,6.18,sedentary,8
4672,75.21,98.01,7809,7.64,sedentary,6
2270,89.21,95.53,1284,6.21,sedentary,1
1640,81.1,98.21,8040,6.68,active,1
3987,82.77,98.59,13008,6.63,highly active,2
2878,87.44,100.0,8605,5.42,highly active,2
1607,61.01,95.46,16845,4.95,highly active,3
4658,77.85,98.07,228,6.99,highly active,7
2958,90.11,97.9,464,6.83,sedentary,10
2367,91.71,100.0,309,6.57,highly active,3
4996,61.71,92.79,894,6.43,active,3
3101,106.17,97.21,11886,7.28,active,5
2753,101.48,97.98,15874,7.98,highly active,1
4603,85.28,94.53,3794,4.92,sedentary,9
2581,64.18,97.62,1321,8.11,highly active,7
2986,75.21,96.09,8004,9.06,highly active,5
3240,78.18,98.71,3816,8.5,sedentary,2
4966,75.21,98.3,137,5.84,highly active,7
4508,44.54,100.0,6377,7.61,sedentary,10
4182,87.94,97.41,6651,7.4,highly active,6
2872,74.05,96.19,12549,6.56,active,4
4996,77.27,98.12,299,4.77,active,2
1851,66.22,96.22,1760,5.6,highly active,9
4397,112.04,98.37,3031,6.9,sedentary,5
3076,88.92,98.4,15366,7.9,sedentary,6
2135,88.85,98.37,152,9.14,highly active,5
4744,60.95,100.0,2080,7.17,sedentary,5
3178,73.4,98.41,10453,6.28,active,7
3235,85.46,98.37,867,7.69,highly active,9
2698,79.6,96.9,4977,5.57,sedentary,3
3756,102.24,99.1,4928,5.68,active,6
2498,75.21,99.2,8512,4.65,highly active,4
4435,66.55,98.08,2966,4.17,highly active,7
4275,88.23,95.6,14459,8.42,active,3
3259,49.98,98.38,19716,6.9,active,5
2644,66.55,99.55,915,7.3,active,7
1275,73.04,96.08,8875,6.45,highly active,4
4144,74.79,98.52,990,9.33,active,8
2702,67.38,99.51,2916,9.14,active,1
2795,47.64,98.65,11986,6.47,highly active,6
1242,96.22,100.0,2870,6.46,sedentary,3
4858,95.43,96.59,16656,6.17,active,8
4173,50.03,95.92,3710,4.83,sedentary,3
4034,75.21,96.16,2595,5.89,highly active,3
1170,83.39,96.6,4077,3.17,sedentary,10
1652,79.21,99.62,9455,3.08,sedentary,5
2932,53.14,94.18,6404,6.4,active,2
3235,87.03,96.57,1583,7.75,active,8
4512,66.72,99.91,4856,5.34,highly active,7
2109,40.0,97.62,564,9.12,sedentary,8
2499,77.99,95.5,8634,6.08,highly active,8
3099,51.55,97.01,5122,5.23,sedentary,10
3158,92.17,100.0,913,4.36,sedentary,3
2972,70.63,97.63,10189,6.65,highly active,4
3924,76.18,98.61,11427,3.48,sedentary,9
4925,82.8,97.6,9265,5.38,highly active,10
2066,76.57,100.0,2793,6.57,sedentary,4
3258,66.13,97.37,8990,4.4,active,2
3035,91.94,96.86,6034,5.72,active,6
4271,73.37,99.43,5494,6.54,highly active,9
4881,58.14,99.18,7323,4.67,highly active,10
1857,80.32,97.67,6961,7.48,highly active,9
4823,73.79,98.39,11236,7.91,active,2
2049,76.89,96.88,9069,6.2,sedentary,10
4990,75.84,99.6,4080,6.31,highly active,6
4148,62.98,98.58,208,6.05,sedentary,8
1923,43.79,96.86,1219,5.42,sedentary,7
1136,75.01,97.98,1812,4.91,active,9
3487,51.54,96.93,10080,5.63,highly active,8
3799,53.9,95.88,4829,8.07,sedentary,4
2574,87.66,96.82,1681,6.72,active,7
3482,75.16,96.31,2472,4.97,active,1
1779,61.8,98.01,6494,6.21,sedentary,6
2230,50.95,100.0,6397,5.05,sedentary,6
3486,107.72,98.01,14379,4.73,active,6
3713,58.81,99.4,4815,6.19,highly active,10
2065,58.46,97.78,6393,5.57,active,6
1410,76.19,98.01,18661,7.31,active,3
4594,69.22,99.38,5085,7.48,sedentary,9
3853,70.11,96.78,2915,5.44,highly active,1
3657,79.26,95.75,2418,6.24,highly active,3
1426,103.77,95.65,1704,5.79,sedentary,4
2471,70.2,96.95,6465,6.74,active,7
3949,85.83,97.09,2532,3.68,active,2
1941,47.29,99.14,9568,5.06,sedentary,2
2907,77.04,97.87,2390,4.76,sedentary,6
1741,71.45,93.46,4905,5.14,highly active,7
2490,89.45,95.86,184,4.87,highly active,8
2243,84.33,98.38,13121,4.08,highly active,9
4938,81.9,100.0,14056,5.94,highly active,8
2255,68.5,95.47,1313,6.48,sedentary,6
1327,89.51,95.76,12211,6.85,active,7
2466,81.9,95.9,2983,7.11,sedentary,1
3099,72.57,99.01,19272,5.29,active,6
4957,76.48,95.56,2487,6.59,active,8
2966,87.66,100.0,655,6.11,highly active,5
1375,89.08,100.0,13417,6.34,active,9
1262,69.87,99.81,868,5.81,active,3
1266,61.59,94.68,5457,5.3,highly active,3
3406,68.17,98.52,4977,6.13,active,10
4388,68.94,93.67,9898,5.79,highly active,7
2944,92.96,98.62,10477,6.45,active,6
4979,67.94,99.0,457,5.09,highly active,6
4737,80.82,97.13,13682,5.69,active,2
2893,72.24,98.01,4395,9.98,sedentary,9
2901,75.29,98.06,1731,3.77,active,9
3699,79.54,98.41,2485,4.08,active,5
4634,93.02,99.16,16312,8.08,highly active,2
2652,78.71,94.96,42,9.37,highly active,9
2444,40.0,98.32,11326,8.68,sedentary,8
1045,72.01,100.0,18032,6.97,highly active,6
4892,98.54,97.12,2014,5.85,sedentary,4
1599,92.13,100.0,12081,6.09,highly active,7
1719,86.86,94.87,1229,7.1,active,10
2912,92.69,100.0,114,7.9,highly active,5
2292,87.36,95.46,6494,7.3,sedentary,3
1380,58.24,98.58,1138,4.74,sedentary,6
1117,74.1,98.12,5028,6.92,sedentary,6
4637,77.21,96.5,3408,4.42,active,3
3163,75.81,100.0,555,3.64,active,5
4701,66.34,96.27,4961,7.81,sedentary,2
1259,77.19,100.0,6158,6.89,sedentary,9
2098,49.5,96.0,1713,8.82,active,2
2503,81.8,100.0,9423,7.96,sedentary,4
3352,75.21,95.16,527,5.57,sedentary,8
3054,42.36,96.56,5605,6.87,sedentary,9
1365,75.25,98.01,2530,5.31,highly active,10
2657,98.22,100.0,4009,4.08,sedentary,5
3570,75.21,99.18,15675,8.29,highly active,10
4419,71.35,93.77,7759,6.21,highly active,8
2461,50.67,95.53,1128,8.52,sedentary,3
3024,78.86,94.03,15219,6.66,sedentary,9
4286,88.07,97.34,3265,6.92,sedentary,7
3476,62.86,97.28,2922,7.37,sedentary,6
1790,68.65,98.01,4873,6.22,sedentary,2
4569,72.77,97.73,1608,6.14,sedentary,10
4611,93.59,100.0,17193,6.86,highly active,9
1746,54.03,95.45,4416,8.37,highly active,9
3414,68.19,97.32,3504,7.26,active,5
1312,98.56,96.78,1312,6.53,sedentary,2
1537,64.09,96.84,11360,5.88,highly active,3
2077,77.7,99.26,14259,5.2,sedentary,4
4612,109.91,95.05,1232,5.03,sedentary,2
2490,58.24,97.76,9749,6.14,highly active,10
3912,86.33,98.34,1598,6.51,sedentary,9
4235,57.18,100.0,4977,7.59,highly active,1
3829,59.89,100.0,4637,4.81,sedentary,6
3381,67.3,98.86,7768,6.52,sedentary,9
1797,66.75,98.93,6511,5.03,active,6
1347,76.99,95.99,12989,5.81,highly active,7
1272,64.24,96.88,1641,7.64,highly active,4
4010,75.21,96.09,3907,6.41,active,4
1719,55.53,100.0,4835,3.47,active,3
2773,55.91,97.26,12453,7.66,active,8
3547,84.17,98.37,10267,4.09,active,3
4164,77.91,98.95,7955,5.18,highly active,7
1684,63.38,100.0,6732,6.31,highly active,8
3126,58.03,98.2,4977,6.97,active,10
1621,90.51,97.77,3230,8.04,highly active,2
3039,95.45,100.0,5039,5.15,sedentary,9
4288,82.62,97.88,13455,5.82,sedentary,9
1946,80.33,96.07,5917,7.83,active,10
3665,83.9,98.74,1076,6.01,highly active,5
1506,98.83,97.73,4073,5.7,highly active,10
2582,91.08,100.0,1564,7.25,active,8
4252,90.27,97.56,3180,3.39,sedentary,9
3623,50.17,98.01,10916,6.48,sedentary,7
4317,64.44,99.54,12191,6.46,sedentary,8
1243,72.83,98.18,225,5.8,active,7
1421,57.6,98.45,14383,8.14,highly active,7
4391,81.29,98.48,16474,5.04,active,6
4158,89.95,98.31,3309,5.41,highly active,9
4021,90.57,98.16,1291,4.32,active,1
4590,78.35,98.12,3538,5.7,active,5
2872,86.92,98.08,13929,6.78,active,6
4793,75.21,97.44,6091,6.07,highly active,6
2192,75.03,96.22,14787,2.89,active,4
1329,102.28,98.01,586,6.45,active,6
1649,84.18,95.7,18316,4.75,sedentary,2
2464,69.48,94.41,782,6.57,active,7
1390,83.54,100.0,8860,8.41,highly active,5
2519,81.99,97.29,7255,5.75,sedentary,9
4377,62.7,96.39,5823,7.54,active,1
1741,92.73,97.63,3014,8.53,sedentary,2
3010,71.06,100.0,2245,7.77,active,10
1819,70.22,93.21,20363,8.71,highly active,9
1672,83.73,99.72,4074,3.04,active,6
3560,67.23,96.94,12924,7.13,highly active,5
2771,78.43,97.91,8987,8.43,active,10
3996,69.3,96.52,7472,7.18,active,9
1929,75.21,98.01,5834,4.66,active,5
2539,78.93,96.21,9244,5.4,highly active,3
1912,80.31,99.8,13264,8.75,highly active,1
